STATE,HCODE,YEAR,MONTH,PIF,Reported Count
LOUISIANA,HO-W,2012,1,"256,042","1,282"
LOUISIANA,HO-W,2012,2,"255,995","2,724"
LOUISIANA,HO-W,2012,3,"255,928","4,639"
LOUISIANA,HO-W,2012,4,"255,782","6,495"
LOUISIANA,HO-W,2012,5,"255,634","7,885"
LOUISIANA,HO-W,2012,6,"255,480","9,883"
LOUISIANA,HO-W,2012,7,"255,351","12,273"
LOUISIANA,HO-W,2012,8,"255,670","14,376"
LOUISIANA,HO-W,2012,9,"255,526","15,734"
LOUISIANA,HO-W,2012,10,"255,464","17,077"
LOUISIANA,HO-W,2012,11,"255,331","18,109"
LOUISIANA,HO-W,2012,12,"255,174","19,658"
LOUISIANA,HO-W,2013,1,"254,768","2,109"
LOUISIANA,HO-W,2013,2,"254,392","3,369"
LOUISIANA,HO-W,2013,3,"254,067","4,483"
LOUISIANA,HO-W,2013,4,"253,907","6,101"
LOUISIANA,HO-W,2013,5,"253,841","7,734"
LOUISIANA,HO-W,2013,6,"253,873","9,363"
LOUISIANA,HO-W,2013,7,"254,020","11,037"
LOUISIANA,HO-W,2013,8,"254,091","12,443"
LOUISIANA,HO-W,2013,9,"253,765","13,685"
LOUISIANA,HO-W,2013,10,"253,740","14,876"
LOUISIANA,HO-W,2013,11,"253,545","15,844"
LOUISIANA,HO-W,2013,12,"253,234","17,057"
LOUISIANA,HO-W,2014,1,"253,012","1,400"
LOUISIANA,HO-W,2014,2,"252,763","2,632"
LOUISIANA,HO-W,2014,3,"252,507","3,732"
LOUISIANA,HO-W,2014,4,"252,175","4,876"
LOUISIANA,HO-W,2014,5,"251,768","6,087"
LOUISIANA,HO-W,2014,6,"251,427","7,453"
LOUISIANA,HO-W,2014,7,"250,629","8,941"
LOUISIANA,HO-W,2014,8,"250,216","10,229"
LOUISIANA,HO-W,2014,9,"249,680","11,549"
LOUISIANA,HO-W,2014,10,"248,895","12,618"
LOUISIANA,HO-W,2014,11,"248,509","13,412"
LOUISIANA,HO-W,2014,12,"248,042","14,371"
LOUISIANA,HO-W,2015,1,"247,597","1,316"
LOUISIANA,HO-W,2015,2,"247,253","2,184"
LOUISIANA,HO-W,2015,3,"246,875","3,234"
LOUISIANA,HO-W,2015,4,"246,336","5,154"
LOUISIANA,HO-W,2015,5,"245,781","6,443"
LOUISIANA,HO-W,2015,6,"245,211","7,874"
LOUISIANA,HO-W,2015,7,"244,468","9,183"
LOUISIANA,HO-W,2015,8,"243,811","10,402"
LOUISIANA,HO-W,2015,9,"243,240","11,502"
MAINE,HO-W,2011,1,"45,579",201
MAINE,HO-W,2011,2,"45,581",470
MAINE,HO-W,2011,3,"45,597",817
MAINE,HO-W,2011,4,"45,610","1,035"
MAINE,HO-W,2011,5,"45,637","1,240"
MAINE,HO-W,2011,6,"45,667","1,564"
MAINE,HO-W,2011,7,"45,679","1,784"
MAINE,HO-W,2011,8,"45,746","2,102"
MAINE,HO-W,2011,9,"45,766","2,115"
MAINE,HO-W,2011,10,"45,802","2,302"
MAINE,HO-W,2011,11,"45,788","2,461"
MAINE,HO-W,2011,12,"45,809","2,617"
MAINE,HO-W,2012,1,"45,809",188
MAINE,HO-W,2012,2,"45,824",351
MAINE,HO-W,2012,3,"45,875",458
MAINE,HO-W,2012,4,"45,919",566
MAINE,HO-W,2012,5,"45,963",724
MAINE,HO-W,2012,6,"46,011",936
MAINE,HO-W,2012,7,"46,102","1,127"
MAINE,HO-W,2012,8,"46,185","1,298"
MAINE,HO-W,2012,9,"46,260","1,424"
MAINE,HO-W,2012,10,"46,337","1,589"
MAINE,HO-W,2012,11,"46,409","1,729"
MAINE,HO-W,2012,12,"46,451","1,870"
MAINE,HO-W,2013,1,"46,517",237
MAINE,HO-W,2013,2,"46,569",512
MAINE,HO-W,2013,3,"46,576",652
MAINE,HO-W,2013,4,"46,632",793
MAINE,HO-W,2013,5,"46,681",913
MAINE,HO-W,2013,6,"46,756","1,054"
MAINE,HO-W,2013,7,"46,835","1,266"
MAINE,HO-W,2013,8,"46,885","1,441"
MAINE,HO-W,2013,9,"46,949","1,639"
MAINE,HO-W,2013,10,"47,019","1,753"
MAINE,HO-W,2013,11,"47,064","1,853"
MAINE,HO-W,2013,12,"47,136","2,067"
MAINE,HO-W,2014,1,"47,144",400
MAINE,HO-W,2014,2,"47,152",596
MAINE,HO-W,2014,3,"47,220",769
MAINE,HO-W,2014,4,"47,220","1,008"
MAINE,HO-W,2014,5,"47,300","1,159"
MAINE,HO-W,2014,6,"47,387","1,285"
MAINE,HO-W,2014,7,"47,497","1,489"
MAINE,HO-W,2014,8,"47,570","1,729"
MAINE,HO-W,2014,9,"47,698","1,878"
MAINE,HO-W,2014,10,"47,775","1,976"
MAINE,HO-W,2014,11,"47,828","2,138"
MAINE,HO-W,2014,12,"47,847","2,297"
MAINE,HO-W,2015,1,"47,895",180
MAINE,HO-W,2015,2,"47,965",472
MAINE,HO-W,2015,3,"48,016",799
MAINE,HO-W,2015,4,"48,097","1,009"
MAINE,HO-W,2015,5,"48,126","1,174"
MAINE,HO-W,2015,6,"48,251","1,375"
MAINE,HO-W,2015,7,"48,336","1,520"
MAINE,HO-W,2015,8,"48,464","1,717"
MAINE,HO-W,2015,9,"48,516","1,872"
MARYLAND,HO-W,2011,1,"292,449","1,536"
MARYLAND,HO-W,2011,2,"292,328","3,390"
MARYLAND,HO-W,2011,3,"292,302","5,089"
MARYLAND,HO-W,2011,4,"292,250","6,858"
MARYLAND,HO-W,2011,5,"292,137","8,417"
MARYLAND,HO-W,2011,6,"292,001","10,330"
MARYLAND,HO-W,2011,7,"291,790","12,171"
MARYLAND,HO-W,2011,8,"291,648","14,602"
MARYLAND,HO-W,2011,9,"291,466","16,454"
MARYLAND,HO-W,2011,10,"291,165","18,159"
MARYLAND,HO-W,2011,11,"290,897","19,502"
MARYLAND,HO-W,2011,12,"290,971","20,875"
MARYLAND,HO-W,2012,1,"290,501","1,262"
MARYLAND,HO-W,2012,2,"290,269","1,818"
MARYLAND,HO-W,2012,3,"290,250","2,848"
MARYLAND,HO-W,2012,4,"290,057","3,884"
MARYLAND,HO-W,2012,5,"289,834","5,048"
MARYLAND,HO-W,2012,6,"289,462","6,491"
MARYLAND,HO-W,2012,7,"289,241","7,818"
MARYLAND,HO-W,2012,8,"288,954","9,340"
MARYLAND,HO-W,2012,9,"288,856","10,693"
MARYLAND,HO-W,2012,10,"288,623","11,823"
MARYLAND,HO-W,2012,11,"288,321","12,709"
MARYLAND,HO-W,2012,12,"288,097","13,592"
MARYLAND,HO-W,2013,1,"287,835","1,255"
MARYLAND,HO-W,2013,2,"287,738","2,381"
MARYLAND,HO-W,2013,3,"287,607","3,527"
MARYLAND,HO-W,2013,4,"287,498","4,796"
MARYLAND,HO-W,2013,5,"287,481","5,905"
MARYLAND,HO-W,2013,6,"287,599","7,385"
MARYLAND,HO-W,2013,7,"287,558","8,914"
MARYLAND,HO-W,2013,8,"287,247","10,183"
MARYLAND,HO-W,2013,9,"287,139","11,257"
MARYLAND,HO-W,2013,10,"286,940","12,578"
MARYLAND,HO-W,2013,11,"286,748","13,499"
MARYLAND,HO-W,2013,12,"286,627","14,652"
MARYLAND,HO-W,2014,1,"286,513","1,181"
MARYLAND,HO-W,2014,2,"286,392","2,828"
MARYLAND,HO-W,2014,3,"286,336","4,262"
MARYLAND,HO-W,2014,4,"286,079","5,616"
MARYLAND,HO-W,2014,5,"285,887","6,921"
MARYLAND,HO-W,2014,6,"285,734","8,461"
MARYLAND,HO-W,2014,7,"285,521","10,312"
MARYLAND,HO-W,2014,8,"285,069","11,446"
MARYLAND,HO-W,2014,9,"284,808","12,639"
MARYLAND,HO-W,2014,10,"284,604","13,708"
MARYLAND,HO-W,2014,11,"284,420","14,539"
MARYLAND,HO-W,2014,12,"284,196","15,520"
MARYLAND,HO-W,2015,1,"283,894","1,068"
MARYLAND,HO-W,2015,2,"283,575","1,981"
MARYLAND,HO-W,2015,3,"283,380","3,382"
MARYLAND,HO-W,2015,4,"283,109","4,525"
MARYLAND,HO-W,2015,5,"282,855","5,530"
MARYLAND,HO-W,2015,6,"282,607","7,131"
MARYLAND,HO-W,2015,7,"282,322","8,714"
MARYLAND,HO-W,2015,8,"281,783","10,006"
MARYLAND,HO-W,2015,9,"281,441","10,840"
MASSACHUSETTS,HO-W,2011,1,"4,795",36
MASSACHUSETTS,HO-W,2011,2,"4,792",193
MASSACHUSETTS,HO-W,2011,3,"4,791",265
MASSACHUSETTS,HO-W,2011,4,"4,793",303
MASSACHUSETTS,HO-W,2011,5,"4,792",328
MASSACHUSETTS,HO-W,2011,6,"4,791",389
MASSACHUSETTS,HO-W,2011,7,"4,808",436
MASSACHUSETTS,HO-W,2011,8,"4,807",502
MASSACHUSETTS,HO-W,2011,9,"4,815",575
MASSACHUSETTS,HO-W,2011,10,"4,810",617
MASSACHUSETTS,HO-W,2011,11,"4,809",745
MASSACHUSETTS,HO-W,2011,12,"4,817",768
MASSACHUSETTS,HO-W,2012,1,"4,813",20
MASSACHUSETTS,HO-W,2012,2,"4,819",33
MASSACHUSETTS,HO-W,2012,3,"4,833",48
MASSACHUSETTS,HO-W,2012,4,"4,827",69
MASSACHUSETTS,HO-W,2012,5,"4,833",82
MASSACHUSETTS,HO-W,2012,6,"4,827",99
MASSACHUSETTS,HO-W,2012,7,"4,852",113
MASSACHUSETTS,HO-W,2012,8,"4,868",133
MASSACHUSETTS,HO-W,2012,9,"4,887",155
MASSACHUSETTS,HO-W,2012,10,"4,885",187
MASSACHUSETTS,HO-W,2012,11,"4,892",245
MASSACHUSETTS,HO-W,2012,12,"4,897",267
MASSACHUSETTS,HO-W,2013,1,"4,902",18
MASSACHUSETTS,HO-W,2013,2,"4,909",48
MASSACHUSETTS,HO-W,2013,3,"4,933",68
MASSACHUSETTS,HO-W,2013,4,"4,947",78
MASSACHUSETTS,HO-W,2013,5,"4,963",104
MASSACHUSETTS,HO-W,2013,6,"4,974",125
MASSACHUSETTS,HO-W,2013,7,"5,004",154
MASSACHUSETTS,HO-W,2013,8,"5,021",175
MASSACHUSETTS,HO-W,2013,9,"5,027",191
MASSACHUSETTS,HO-W,2013,10,"5,042",206
MASSACHUSETTS,HO-W,2013,11,"5,060",220
MASSACHUSETTS,HO-W,2013,12,"5,060",244
MASSACHUSETTS,HO-W,2014,1,"5,061",36
MASSACHUSETTS,HO-W,2014,2,"5,062",76
MASSACHUSETTS,HO-W,2014,3,"5,060",93
MASSACHUSETTS,HO-W,2014,4,"5,064",121
MASSACHUSETTS,HO-W,2014,5,"5,068",142
MASSACHUSETTS,HO-W,2014,6,"5,067",159
MASSACHUSETTS,HO-W,2014,7,"5,101",194
MASSACHUSETTS,HO-W,2014,8,"5,122",213
MASSACHUSETTS,HO-W,2014,9,"5,140",235
MASSACHUSETTS,HO-W,2014,10,"5,120",248
MASSACHUSETTS,HO-W,2014,11,"5,135",261
MASSACHUSETTS,HO-W,2014,12,"5,133",274
MASSACHUSETTS,HO-W,2015,1,"5,143",22
MASSACHUSETTS,HO-W,2015,2,"5,138",222
MASSACHUSETTS,HO-W,2015,3,"5,136",426
MASSACHUSETTS,HO-W,2015,4,"5,128",528
MASSACHUSETTS,HO-W,2015,5,"5,138",581
MASSACHUSETTS,HO-W,2015,6,"5,144",623
MASSACHUSETTS,HO-W,2015,7,"5,148",646
MASSACHUSETTS,HO-W,2015,8,"5,166",684
MASSACHUSETTS,HO-W,2015,9,"5,157",726
MICHIGAN,HO-W,2011,1,"412,060","1,601"
MICHIGAN,HO-W,2011,2,"410,780","3,367"
MICHIGAN,HO-W,2011,3,"409,403","5,526"
MICHIGAN,HO-W,2011,4,"408,106","7,380"
MICHIGAN,HO-W,2011,5,"406,398","9,605"
MICHIGAN,HO-W,2011,6,"405,111","11,884"
MICHIGAN,HO-W,2011,7,"403,843","13,874"
MICHIGAN,HO-W,2011,8,"402,832","16,575"
MICHIGAN,HO-W,2011,9,"401,892","18,785"
MICHIGAN,HO-W,2011,10,"400,760","20,951"
MICHIGAN,HO-W,2011,11,"399,927","22,786"
MICHIGAN,HO-W,2011,12,"399,585","24,712"
MICHIGAN,HO-W,2012,1,"398,924","1,640"
MICHIGAN,HO-W,2012,2,"398,688","2,843"
MICHIGAN,HO-W,2012,3,"398,667","4,625"
MICHIGAN,HO-W,2012,4,"398,494","6,466"
MICHIGAN,HO-W,2012,5,"398,524","8,407"
MICHIGAN,HO-W,2012,6,"398,419","10,179"
MICHIGAN,HO-W,2012,7,"398,219","12,053"
MICHIGAN,HO-W,2012,8,"398,246","14,113"
MICHIGAN,HO-W,2012,9,"398,059","15,534"
MICHIGAN,HO-W,2012,10,"397,837","17,203"
MICHIGAN,HO-W,2012,11,"398,306","18,774"
MICHIGAN,HO-W,2012,12,"398,731","20,146"
MICHIGAN,HO-W,2013,1,"398,916","1,901"
MICHIGAN,HO-W,2013,2,"399,435","3,376"
MICHIGAN,HO-W,2013,3,"400,536","4,727"
MICHIGAN,HO-W,2013,4,"401,625","6,849"
MICHIGAN,HO-W,2013,5,"402,474","8,115"
MICHIGAN,HO-W,2013,6,"402,921","10,223"
MICHIGAN,HO-W,2013,7,"402,674","12,616"
MICHIGAN,HO-W,2013,8,"401,936","14,418"
MICHIGAN,HO-W,2013,9,"401,749","16,137"
MICHIGAN,HO-W,2013,10,"401,389","17,653"
MICHIGAN,HO-W,2013,11,"400,897","18,863"
MICHIGAN,HO-W,2013,12,"400,661","20,062"
MICHIGAN,HO-W,2014,1,"400,152","1,422"
MICHIGAN,HO-W,2014,2,"399,772","3,634"
MICHIGAN,HO-W,2014,3,"399,416","5,842"
MICHIGAN,HO-W,2014,4,"399,303","7,855"
MICHIGAN,HO-W,2014,5,"399,122","9,705"
MICHIGAN,HO-W,2014,6,"399,070","11,471"
MICHIGAN,HO-W,2014,7,"399,181","13,207"
MICHIGAN,HO-W,2014,8,"399,306","14,640"
MICHIGAN,HO-W,2014,9,"399,114","16,239"
MICHIGAN,HO-W,2014,10,"398,967","17,647"
MICHIGAN,HO-W,2014,11,"398,966","18,789"
MICHIGAN,HO-W,2014,12,"398,528","20,143"
MICHIGAN,HO-W,2015,1,"398,431","1,280"
MICHIGAN,HO-W,2015,2,"398,563","2,412"
MICHIGAN,HO-W,2015,3,"398,697","3,974"
MICHIGAN,HO-W,2015,4,"398,928","5,529"
MICHIGAN,HO-W,2015,5,"399,200","6,913"
MICHIGAN,HO-W,2015,6,"399,652","9,121"
MICHIGAN,HO-W,2015,7,"399,904","10,924"
MICHIGAN,HO-W,2015,8,"399,773","12,076"
MICHIGAN,HO-W,2015,9,"399,500","13,475"
MINNESOTA,HO-W,2011,1,"314,586",657
MINNESOTA,HO-W,2011,2,"314,265","2,230"
MINNESOTA,HO-W,2011,3,"314,239","3,933"
MINNESOTA,HO-W,2011,4,"314,095","5,707"
MINNESOTA,HO-W,2011,5,"313,937","7,473"
MINNESOTA,HO-W,2011,6,"313,768","9,953"
MINNESOTA,HO-W,2011,7,"313,596","11,807"
MINNESOTA,HO-W,2011,8,"313,469","13,889"
MINNESOTA,HO-W,2011,9,"313,267","15,333"
MINNESOTA,HO-W,2011,10,"313,227","16,655"
MINNESOTA,HO-W,2011,11,"313,325","17,540"
MINNESOTA,HO-W,2011,12,"313,434","18,393"
MINNESOTA,HO-W,2012,1,"313,244",896
MINNESOTA,HO-W,2012,2,"313,257","1,673"
MINNESOTA,HO-W,2012,3,"313,455","2,760"
MINNESOTA,HO-W,2012,4,"313,747","4,131"
MINNESOTA,HO-W,2012,5,"314,125","6,145"
MINNESOTA,HO-W,2012,6,"314,576","7,467"
MINNESOTA,HO-W,2012,7,"314,633","9,049"
MINNESOTA,HO-W,2012,8,"315,111","11,013"
MINNESOTA,HO-W,2012,9,"315,383","12,440"
MINNESOTA,HO-W,2012,10,"316,159","13,566"
MINNESOTA,HO-W,2012,11,"316,489","14,720"
MINNESOTA,HO-W,2012,12,"317,015","14,965"
MINNESOTA,HO-W,2013,1,"317,348",910
MINNESOTA,HO-W,2013,2,"317,699","1,715"
MINNESOTA,HO-W,2013,3,"318,379","2,761"
MINNESOTA,HO-W,2013,4,"318,910","4,323"
MINNESOTA,HO-W,2013,5,"319,630","6,425"
MINNESOTA,HO-W,2013,6,"320,381","7,931"
MINNESOTA,HO-W,2013,7,"321,019","9,761"
MINNESOTA,HO-W,2013,8,"321,644","10,645"
MINNESOTA,HO-W,2013,9,"322,348","12,015"
MINNESOTA,HO-W,2013,10,"323,075","13,091"
MINNESOTA,HO-W,2013,11,"323,590","13,797"
MINNESOTA,HO-W,2013,12,"324,058","14,722"
MINNESOTA,HO-W,2014,1,"324,382","1,216"
MINNESOTA,HO-W,2014,2,"324,842","2,533"
MINNESOTA,HO-W,2014,3,"325,346","3,677"
MINNESOTA,HO-W,2014,4,"325,939","5,463"
MINNESOTA,HO-W,2014,5,"326,550","6,556"
MINNESOTA,HO-W,2014,6,"327,347","8,213"
MINNESOTA,HO-W,2014,7,"327,920","9,532"
MINNESOTA,HO-W,2014,8,"328,468","10,658"
MINNESOTA,HO-W,2014,9,"328,929","12,086"
MINNESOTA,HO-W,2014,10,"329,221","12,627"
MINNESOTA,HO-W,2014,11,"329,398","13,178"
MINNESOTA,HO-W,2014,12,"329,663","13,884"
MINNESOTA,HO-W,2015,1,"329,855",780
MINNESOTA,HO-W,2015,2,"330,066","1,458"
MINNESOTA,HO-W,2015,3,"330,350","2,342"
MINNESOTA,HO-W,2015,4,"330,900","3,910"
MINNESOTA,HO-W,2015,5,"331,321","5,052"
MINNESOTA,HO-W,2015,6,"331,856","6,658"
MINNESOTA,HO-W,2015,7,"332,360","8,343"
MINNESOTA,HO-W,2015,8,"332,676","9,850"
MINNESOTA,HO-W,2015,9,"333,229","11,098"
MISSISSIPPI,HO-W,2011,1,"139,985","1,145"
MISSISSIPPI,HO-W,2011,2,"139,989","1,986"
MISSISSIPPI,HO-W,2011,3,"139,968","3,378"
MISSISSIPPI,HO-W,2011,4,"140,110","5,196"
MISSISSIPPI,HO-W,2011,5,"140,147","6,213"
MISSISSIPPI,HO-W,2011,6,"140,269","7,516"
MISSISSIPPI,HO-W,2011,7,"140,437","8,636"
MISSISSIPPI,HO-W,2011,8,"140,630","9,926"
MISSISSIPPI,HO-W,2011,9,"140,785","11,356"
MISSISSIPPI,HO-W,2011,10,"140,853","12,130"
MISSISSIPPI,HO-W,2011,11,"140,934","12,773"
MISSISSIPPI,HO-W,2011,12,"141,252","13,497"
MISSISSIPPI,HO-W,2012,1,"141,283",830
MISSISSIPPI,HO-W,2012,2,"141,578","1,585"
MISSISSIPPI,HO-W,2012,3,"142,138","2,646"
MISSISSIPPI,HO-W,2012,4,"142,678","3,695"
MISSISSIPPI,HO-W,2012,5,"143,185","4,638"
MISSISSIPPI,HO-W,2012,6,"143,563","5,955"
MISSISSIPPI,HO-W,2012,7,"143,923","7,203"
MISSISSIPPI,HO-W,2012,8,"144,347","8,356"
MISSISSIPPI,HO-W,2012,9,"144,413","9,199"
MISSISSIPPI,HO-W,2012,10,"144,379","10,245"
MISSISSIPPI,HO-W,2012,11,"144,233","10,882"
MISSISSIPPI,HO-W,2012,12,"144,227","11,739"
MISSISSIPPI,HO-W,2013,1,"144,197","1,255"
MISSISSIPPI,HO-W,2013,2,"144,283","2,197"
MISSISSIPPI,HO-W,2013,3,"144,389","2,924"
MISSISSIPPI,HO-W,2013,4,"144,619","3,730"
MISSISSIPPI,HO-W,2013,5,"144,730","4,519"
MISSISSIPPI,HO-W,2013,6,"144,702","5,239"
MISSISSIPPI,HO-W,2013,7,"144,877","6,176"
MISSISSIPPI,HO-W,2013,8,"144,961","7,012"
MISSISSIPPI,HO-W,2013,9,"145,016","7,796"
MISSISSIPPI,HO-W,2013,10,"145,084","8,511"
MISSISSIPPI,HO-W,2013,11,"145,138","9,058"
MISSISSIPPI,HO-W,2013,12,"144,973","9,753"
MISSISSIPPI,HO-W,2014,1,"144,931",773
MISSISSIPPI,HO-W,2014,2,"144,958","1,639"
MISSISSIPPI,HO-W,2014,3,"145,020","2,454"
MISSISSIPPI,HO-W,2014,4,"145,125","3,564"
MISSISSIPPI,HO-W,2014,5,"145,130","4,257"
MISSISSIPPI,HO-W,2014,6,"145,124","5,294"
MISSISSIPPI,HO-W,2014,7,"145,180","6,290"
MISSISSIPPI,HO-W,2014,8,"145,142","7,111"
MISSISSIPPI,HO-W,2014,9,"145,122","7,944"
MISSISSIPPI,HO-W,2014,10,"145,167","8,738"
MISSISSIPPI,HO-W,2014,11,"145,154","9,248"
MISSISSIPPI,HO-W,2014,12,"145,077","9,936"
MISSISSIPPI,HO-W,2015,1,"145,014",827
MISSISSIPPI,HO-W,2015,2,"145,036","1,418"
MISSISSIPPI,HO-W,2015,3,"145,041","2,227"
MISSISSIPPI,HO-W,2015,4,"145,065","3,165"
MISSISSIPPI,HO-W,2015,5,"145,045","3,973"
MISSISSIPPI,HO-W,2015,6,"144,886","4,986"
MISSISSIPPI,HO-W,2015,7,"144,720","5,988"
MISSISSIPPI,HO-W,2015,8,"144,569","6,895"
MISSISSIPPI,HO-W,2015,9,"144,372","7,596"
MISSOURI,HO-W,2011,1,"341,529","1,088"
MISSOURI,HO-W,2011,2,"340,910","2,338"
MISSOURI,HO-W,2011,3,"340,482","3,786"
MISSOURI,HO-W,2011,4,"339,710","4,947"
MISSOURI,HO-W,2011,5,"339,056","6,412"
MISSOURI,HO-W,2011,6,"338,410","8,071"
MISSOURI,HO-W,2011,7,"337,771","9,847"
MISSOURI,HO-W,2011,8,"337,121","11,853"
MISSOURI,HO-W,2011,9,"336,448","13,143"
MISSOURI,HO-W,2011,10,"335,753","14,298"
MISSOURI,HO-W,2011,11,"335,106","15,457"
MISSOURI,HO-W,2011,12,"334,698","16,417"
MISSOURI,HO-W,2012,1,"334,201","1,157"
MISSOURI,HO-W,2012,2,"333,784","2,109"
MISSOURI,HO-W,2012,3,"333,663","3,572"
MISSOURI,HO-W,2012,4,"333,424","5,038"
MISSOURI,HO-W,2012,5,"333,342","6,593"
MISSOURI,HO-W,2012,6,"333,490","7,961"
MISSOURI,HO-W,2012,7,"333,288","9,586"
MISSOURI,HO-W,2012,8,"333,657","11,280"
MISSOURI,HO-W,2012,9,"333,482","12,907"
MISSOURI,HO-W,2012,10,"333,789","14,436"
MISSOURI,HO-W,2012,11,"333,969","15,437"
MISSOURI,HO-W,2012,12,"334,298","16,500"
MISSOURI,HO-W,2013,1,"334,762","1,223"
MISSOURI,HO-W,2013,2,"335,120","2,439"
MISSOURI,HO-W,2013,3,"335,757","3,747"
MISSOURI,HO-W,2013,4,"336,675","5,678"
MISSOURI,HO-W,2013,5,"337,511","7,233"
MISSOURI,HO-W,2013,6,"338,049","9,142"
MISSOURI,HO-W,2013,7,"338,843","10,804"
MISSOURI,HO-W,2013,8,"339,092","12,149"
MISSOURI,HO-W,2013,9,"339,794","13,369"
MISSOURI,HO-W,2013,10,"340,257","14,313"
MISSOURI,HO-W,2013,11,"340,553","15,696"
MISSOURI,HO-W,2013,12,"340,678","16,861"
MISSOURI,HO-W,2014,1,"340,946","1,236"
MISSOURI,HO-W,2014,2,"341,182","2,670"
MISSOURI,HO-W,2014,3,"341,345","4,129"
MISSOURI,HO-W,2014,4,"341,646","5,568"
MISSOURI,HO-W,2014,5,"342,001","6,954"
MISSOURI,HO-W,2014,6,"342,254","8,798"
MISSOURI,HO-W,2014,7,"342,499","10,022"
MISSOURI,HO-W,2014,8,"342,702","11,303"
MISSOURI,HO-W,2014,9,"342,942","12,953"
MISSOURI,HO-W,2014,10,"343,104","14,320"
MISSOURI,HO-W,2014,11,"343,189","15,069"
MISSOURI,HO-W,2014,12,"343,152","15,976"
MISSOURI,HO-W,2015,1,"343,204",979
MISSOURI,HO-W,2015,2,"343,117","1,819"
MISSOURI,HO-W,2015,3,"343,229","2,974"
MISSOURI,HO-W,2015,4,"343,634","4,814"
MISSOURI,HO-W,2015,5,"343,851","6,222"
MISSOURI,HO-W,2015,6,"344,248","8,321"
MISSOURI,HO-W,2015,7,"344,656","10,929"
MISSOURI,HO-W,2015,8,"344,910","12,700"
MISSOURI,HO-W,2015,9,"344,801","13,454"
MONTANA,HO-W,2011,1,"51,603",195
MONTANA,HO-W,2011,2,"51,607",378
MONTANA,HO-W,2011,3,"51,657",592
MONTANA,HO-W,2011,4,"51,649",817
MONTANA,HO-W,2011,5,"51,631","1,196"
MONTANA,HO-W,2011,6,"51,615","1,694"
MONTANA,HO-W,2011,7,"51,588","2,317"
MONTANA,HO-W,2011,8,"51,586","2,824"
MONTANA,HO-W,2011,9,"51,583","3,155"
MONTANA,HO-W,2011,10,"51,527","3,367"
MONTANA,HO-W,2011,11,"51,548","3,583"
MONTANA,HO-W,2011,12,"51,525","3,742"
MONTANA,HO-W,2012,1,"51,500",212
MONTANA,HO-W,2012,2,"51,494",422
MONTANA,HO-W,2012,3,"51,537",691
MONTANA,HO-W,2012,4,"51,582",943
MONTANA,HO-W,2012,5,"51,591","1,172"
MONTANA,HO-W,2012,6,"51,596","1,564"
MONTANA,HO-W,2012,7,"51,655","1,927"
MONTANA,HO-W,2012,8,"51,710","2,236"
MONTANA,HO-W,2012,9,"51,663","2,432"
MONTANA,HO-W,2012,10,"51,766","2,640"
MONTANA,HO-W,2012,11,"51,891","2,785"
MONTANA,HO-W,2012,12,"51,984","2,885"
MONTANA,HO-W,2013,1,"52,064",110
MONTANA,HO-W,2013,2,"52,085",226
MONTANA,HO-W,2013,3,"52,207",373
MONTANA,HO-W,2013,4,"52,276",527
MONTANA,HO-W,2013,5,"52,351",764
MONTANA,HO-W,2013,6,"52,393","1,143"
MONTANA,HO-W,2013,7,"52,644","1,474"
MONTANA,HO-W,2013,8,"52,758","2,206"
MONTANA,HO-W,2013,9,"52,842","2,037"
MONTANA,HO-W,2013,10,"52,892","2,283"
MONTANA,HO-W,2013,11,"52,928","2,451"
MONTANA,HO-W,2013,12,"52,980","2,666"
MONTANA,HO-W,2014,1,"53,006",255
MONTANA,HO-W,2014,2,"53,079",436
MONTANA,HO-W,2014,3,"53,093",664
MONTANA,HO-W,2014,4,"53,095",881
MONTANA,HO-W,2014,5,"53,165","1,101"
MONTANA,HO-W,2014,6,"53,188","1,345"
MONTANA,HO-W,2014,7,"53,316","1,591"
MONTANA,HO-W,2014,8,"53,344","1,854"
MONTANA,HO-W,2014,9,"53,382","2,035"
MONTANA,HO-W,2014,10,"53,393","2,170"
MONTANA,HO-W,2014,11,"53,398","2,284"
MONTANA,HO-W,2014,12,"53,463","2,417"
MONTANA,HO-W,2015,1,"53,496",114
MONTANA,HO-W,2015,2,"53,517",210
MONTANA,HO-W,2015,3,"53,522",432
MONTANA,HO-W,2015,4,"53,589",628
MONTANA,HO-W,2015,5,"53,592",792
MONTANA,HO-W,2015,6,"53,669","1,099"
MONTANA,HO-W,2015,7,"53,743","1,443"
MONTANA,HO-W,2015,8,"53,751","1,823"
MONTANA,HO-W,2015,9,"53,831","2,028"
NEBRASKA,HO-W,2011,1,"106,682",307
NEBRASKA,HO-W,2011,2,"106,452",600
NEBRASKA,HO-W,2011,3,"106,186",900
NEBRASKA,HO-W,2011,4,"105,987","1,293"
NEBRASKA,HO-W,2011,5,"105,787","1,871"
NEBRASKA,HO-W,2011,6,"105,577","2,688"
NEBRASKA,HO-W,2011,7,"105,292","3,426"
NEBRASKA,HO-W,2011,8,"104,996","4,294"
NEBRASKA,HO-W,2011,9,"104,718","4,732"
NEBRASKA,HO-W,2011,10,"104,490","5,108"
NEBRASKA,HO-W,2011,11,"104,329","5,349"
NEBRASKA,HO-W,2011,12,"104,200","5,644"
NEBRASKA,HO-W,2012,1,"104,074",268
NEBRASKA,HO-W,2012,2,"103,924",530
